table_year,categoria,marca,modelo,versao,motor,propulsao,transmissao,combustivel,kml_etanol_cidade,kml_etanol_estrada,kml_gasolina_cidade,kml_gasolina_estrada,kml_eletrico_cidade,kml_eletrico_estrada,consumo_mj_km,autonomia_eletrica_km,classificacao_pbe,classificacao_geral,selo_conpet
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 EXCELLEN,2.0-16V,Plug-in,A-8,G,,,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 INSCRIPT,2.0-16V,Plug-in,A-8,G,,,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 MOMENTUM,2.0-16V,Plug-in,A-8,G,,,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 POLESTAR,2.0-16V,Plug-in,A-8,G,,,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 R-DESIGN,2.0-16V,Plug-in,A-8,G,,,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULT DARK,2.0-16V,Plug-in,A-8,G,,,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULTIMATE,2.0-16V,Plug-in,A-8,G,,,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 PLUS,2.0-16V,Plug-in,A-8,G,,,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 CORE,2.0-16V,Plug-in,A-8,G,,,9.0,9.1,23.7,21.4,0.90,46,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 MOMENTUM,2.0-16V,Plug-in,A-8,G,,,11.1,11.2,28.9,25.9,0.74,55,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 POLESTAR,2.0-16V,Plug-in,A-8,G,,,11.1,11.2,28.9,25.9,0.74,55,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 INSCRIPT,2.0-16V,Plug-in,A-8,G,,,11.1,11.2,28.9,25.9,0.74,55,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 R-DESIGN,2.0-16V,Plug-in,A-8,G,,,11.1,11.2,28.9,25.9,0.74,55,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC60,INSC EXPRES,2.0-16V,Plug-in,A-8,G,,,11.1,11.2,28.9,25.9,0.74,55,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULT DARK,2.0-16V,Plug-in,A-8,G,,,11.1,11.2,28.9,25.9,0.74,55,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULTIMATE,2.0-16V,Plug-in,A-8,G,,,11.1,11.2,28.9,25.9,0.74,55,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 PLUS,2.0-16V,Plug-in,A-8,G,,,11.1,11.2,28.9,25.9,0.74,55,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 CORE,2.0-16V,Plug-in,A-8,G,,,11.1,11.2,28.9,25.9,0.74,55,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC40,RECHARGE PE,ELÉTRICO,Elétrico,A,E,,,,,29.3,25.0,0.74,305,A,A,-
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC40,8 CORE,ELÉTRICO,Elétrico,A,E,,,,,29.3,25.0,0.74,305,A,A,-
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC40,8 PLUS,ELÉTRICO,Elétrico,A,E,,,,,29.3,25.0,0.74,305,A,A,-
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC40,8 ULTIMATE,ELÉTRICO,Elétrico,A,E,,,,,29.3,25.0,0.74,305,A,A,-
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC40,P8 RECHARGE,ELÉTRICO,Elétrico,A,E,,,,,29.3,25.0,0.74,305,A,A,-
2023,Utilitário Esportivo Grande 4x4,VOLVO,C40 (ano modelo 2024),8 ULTIMATE,Elétrico,Elétrico,A,E,,,,,35.8,32.0,0.60,352,A,A,-
2023,Utilitário Esportivo Grande 4x4,VOLVO,C40 (ano modelo 2024),8 PLUS,Elétrico,Elétrico,A,E,,,,,35.8,32.0,0.60,352,A,A,-
2023,Utilitário Esportivo Grande 4x4,VOLVO,C40 (ano modelo 2024),8 CORE,Elétrico,Elétrico,A,E,,,,,35.8,32.0,0.60,352,A,A,-
2023,Utilitário Esportivo Grande 4x4,VOLVO,C40 (ano modelo 2024),P8 RECHARGE,Elétrico,Elétrico,A,E,,,,,35.8,32.0,0.60,352,A,A,-
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC40 (ano modelo 2024),RECHARGE PE,Elétrico,Elétrico,A,E,,,,,33.8,31.0,0.62,348,A,A,-
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC40 (ano modelo 2024),8 CORE,Elétrico,Elétrico,A,E,,,,,33.8,31.0,0.62,348,A,A,-
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC40 (ano modelo 2024),8 PLUS,Elétrico,Elétrico,A,E,,,,,33.8,31.0,0.62,348,A,A,-
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC40 (ano modelo 2024),8 ULTIMATE,Elétrico,Elétrico,A,E,,,,,33.8,31.0,0.62,348,A,A,-
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC40 (ano modelo 2024),P8 RECHARGE,Elétrico,Elétrico,A,E,,,,,33.8,31.0,0.62,348,A,A,-
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),INSC EXPRES,2.0-16V,Plug-in,A-8,G,,,10.3,10.3,24.2,23.3,0.85,50,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 EXCELLEN,2.0-16V,Plug-in,A-8,G,,,10.3,10.3,24.2,23.3,0.85,50,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 INSCRIPT,2.0-16V,Plug-in,A-8,G,,,10.3,10.3,24.2,23.3,0.85,50,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 MOMENTUM,2.0-16V,Plug-in,A-8,G,,,10.3,10.3,24.2,23.3,0.85,50,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 POLESTAR,2.0-16V,Plug-in,A-8,G,,,10.3,10.3,24.2,23.3,0.85,50,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 R-DESIGN,2.0-16V,Plug-in,A-8,G,,,10.3,10.3,24.2,23.3,0.85,50,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 ULT DARK,2.0-16V,Plug-in,A-8,G,,,10.3,10.3,24.2,23.3,0.85,50,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 ULTIMATE,2.0-16V,Plug-in,A-8,G,,,10.3,10.3,24.2,23.3,0.85,50,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 PLUS,2.0-16V,Plug-in,A-8,G,,,10.3,10.3,24.2,23.3,0.85,50,A,A,SIM
2023,Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 CORE,2.0-16V,Plug-in,A-8,G,,,10.3,10.3,24.2,23.3,0.85,50,A,A,SIM
2023,Fora de Estrada Compacto,JEEP,RENEGADE,S T2704X4 (CY23),1.3 16V T,Combustão,A-9,F,6.2,7.5,9.0,10.7,,,2.26,,A,C,-
2023,Fora de Estrada Compacto,JEEP,RENEGADE,TH T2704X4 (CY23),1.3 16V T,Combustão,A-9,F,6.2,7.5,9.0,10.7,,,2.26,,A,C,-
2023,Fora de Estrada Compacto,JEEP,RENEGADE,S T2704X4T (CY23),1.3 16V T,Combustão,A-9,F,6.2,7.5,9.0,10.7,,,2.26,,A,C,-
2023,Fora de Estrada Compacto,JEEP,WRANGLER,SAHARA,2.0-16V,Combustão,A-8,G,,,8.0,8.9,,,2.64,,C,D,-
2023,Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4YOU ALLGRIP,1.5-16V,Combustão,A - 4,G,,,10.6,10.8,,,2.04,,A,C,-
2023,Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4 SPORT ALLGRIP,1.5-16V,Combustão,A - 4,G,,,10.6,10.8,,,2.04,,A,C,-
2023,Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4YOU ALLGRIP,1.5-16V,Combustão,M - 5,G,,,10.9,11.9,,,1.92,,A,C,-
2023,Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4ALL ALLGRIP,1.5-16V,Combustão,M - 5,G,,,10.9,11.9,,,1.92,,A,C,-
2023,Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4 STYLE ALLGRIP,1.5-16V,Combustão,A - 4,G,,,10.1,9.7,,,2.19,,A,C,-
2023,Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4 EXPEDITION ALLGRIP,1.5-16V,Combustão,A - 4,G,,,9.5,9.1,,,2.35,,B,C,-
2023,Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4ALL ALLGRIP,1.5-16V,Combustão,M - 5,G,,,10.9,11.9,,,1.92,,A,C,-
2023,Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,LT D4A,2.8 - 16V,Combustão,A-6,D,,,,,,,3.03,,Relativa na D,Absoluta D,-
2023,Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,PRE D4A,2.8 - 16V,Combustão,A-6,D,,,8.2,10.3,,,3.03,,D,D,-
2023,Fora de Estrada Grande,FORD,Bronco Sport,Wildtrak,2.0 - 16V,Combustão,A-8,G,,,8.6,10.5,,,2.36,,B,C,-
2023,Fora de Estrada Grande,JEEP,COMMANDER,OVERLAND TD380 (MY23),2.0 T,Combustão,A-9,D,,,10.2,13.2,,,2.37,,B,C,-
2023,Fora de Estrada Grande,JEEP,COMMANDER,LIMITED TD380 (MY23),2.0 T,Combustão,A-9,D,,,10.2,13.2,,,2.37,,B,C,-
2023,Fora de Estrada Grande,JEEP,COMPASS,TRAILHAWK TD (MY23),2.0 T,Combustão,A-9,D,,,10.5,13.3,,,2.31,,B,C,-
2023,Fora de Estrada Grande,JEEP,WRANGLER,UNLIMITED RUBICON,2.0-16V,Combustão,A-8,G,,,7.5,8.2,,,2.86,,C,D,-
2023,Fora de Estrada Grande,JEEP,WRANGLER,UNLIMITED SAHARA,2.0-16V,Combustão,A-8,G,,,7.9,8.8,,,2.67,,C,D,-
2023,Fora de Estrada Grande,JEEP,G CHEROKEE,4XE,2.0-16V T,Plug-in,A-8,G,,,8.3,9.1,18.7,19.4,1.07,29,A,A,SIM
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 90,,3.0-24V,Híbrido,A-8,D,,,9.2,10.8,,,2.75,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 90,S,3.0-24V,Híbrido,A-8,D,,,9.2,10.8,,,2.75,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 90,SE,3.0-24V,Híbrido,A-8,D,,,9.2,10.8,,,2.75,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 90,HSE,3.0-24V,Híbrido,A-8,D,,,9.2,10.8,,,2.75,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 90,SE XD,3.0-24V,Híbrido,A-8,D,,,9.2,10.8,,,2.75,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 90,HSE XD,3.0-24V,Híbrido,A-8,D,,,9.2,10.8,,,2.75,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,7L,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE 7L,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE XD,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE XD 7L,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE 7L,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE XD,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE XD 7L,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,X,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,X 7L,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,LE75TH,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,S XD,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 110,S XD 7L,3.0-24V,Híbrido,A-8,D,,,9.9,11.4,,,2.56,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,S,3.0-24V,Híbrido,A-8,D,,,9.8,11.1,,,2.60,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,SE,3.0-24V,Híbrido,A-8,D,,,9.8,11.1,,,2.60,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,HSE,3.0-24V,Híbrido,A-8,D,,,9.8,11.1,,,2.60,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,S XD,3.0-24V,Híbrido,A-8,D,,,9.8,11.1,,,2.60,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,SE XD,3.0-24V,Híbrido,A-8,D,,,9.8,11.1,,,2.60,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,HSE XD,3.0-24V,Híbrido,A-8,D,,,9.8,11.1,,,2.60,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,X,3.0-24V,Híbrido,A-8,D,,,9.8,11.1,,,2.60,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DEFENDER 130,LE,3.0-24V,Híbrido,A-8,D,,,9.8,11.1,,,2.60,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 HSERD,3.0-24V,Híbrido,A-8,D,,,9.5,11.4,,,2.62,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 LE,3.0-24V,Híbrido,A-8,D,,,9.5,11.4,,,2.62,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 SERD,3.0-24V,Híbrido,A-8,D,,,9.5,11.4,,,2.62,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 SRD,3.0-24V,Híbrido,A-8,D,,,9.5,11.4,,,2.62,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 SE,3.0-24V,Híbrido,A-8,D,,,9.5,11.4,,,2.62,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF S,2.0-16V,Combustão,A-9,F,4.9,6.2,7.0,8.6,,,2.90,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF S 7L,2.0-16V,Combustão,A-9,F,4.9,6.2,7.0,8.6,,,2.90,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE,2.0-16V,Combustão,A-9,F,4.9,6.2,7.0,8.6,,,2.90,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE 7L,2.0-16V,Combustão,A-9,F,4.9,6.2,7.0,8.6,,,2.90,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE RD,2.0-16V,Combustão,A-9,F,4.9,6.2,7.0,8.6,,,2.90,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SERD7,2.0-16V,Combustão,A-9,F,4.9,6.2,7.0,8.6,,,2.90,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 S,2.0-16V,Híbrido,A-9,D,,,10.7,12.9,,,2.30,,B,C,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 S 7L,2.0-16V,Híbrido,A-9,D,,,10.7,12.9,,,2.30,,B,C,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE,2.0-16V,Híbrido,A-9,D,,,10.7,12.9,,,2.30,,B,C,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE RD,2.0-16V,Híbrido,A-9,D,,,10.7,12.9,,,2.30,,B,C,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE RD7L,2.0-16V,Híbrido,A-9,D,,,10.7,12.9,,,2.30,,B,C,-
2023,Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE 7L,2.0-16V,Híbrido,A-9,D,,,10.7,12.9,,,2.30,,B,C,-
2023,Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF HSERD,2.0-16V,Combustão,A-9,F,,,,,,,2.49,,Relativa na B,Absoluta D,-
2023,Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF S,2.0-16V,Combustão,A-9,F,5.4,7.1,8.2,10.4,,,2.49,,B,D,-
2023,Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF SE,2.0-16V,Combustão,A-9,F,5.4,7.1,8.2,10.4,,,2.49,,B,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350,3.0-24V,Híbrido,A-8,D,,,9.5,11.3,,,2.63,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 AB,3.0-24V,Híbrido,A-8,D,,,9.5,11.3,,,2.63,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 HSE,3.0-24V,Híbrido,A-8,D,,,9.5,11.3,,,2.63,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 LE,3.0-24V,Híbrido,A-8,D,,,9.5,11.3,,,2.63,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 SE,3.0-24V,Híbrido,A-8,D,,,9.5,11.3,,,2.63,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 SV,3.0-24V,Híbrido,A-8,D,,,9.5,11.3,,,2.63,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530,4.4-32V,Combustão,A-8,G,,,6.5,8.3,,,3.13,,D,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 AB,4.4-32V,Combustão,A-8,G,,,6.5,8.3,,,3.13,,D,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 HSE,4.4-32V,Combustão,A-8,G,,,6.5,8.3,,,3.13,,D,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 LE,4.4-32V,Combustão,A-8,G,,,6.5,8.3,,,3.13,,D,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 SE,4.4-32V,Combustão,A-8,G,,,6.5,8.3,,,3.13,,D,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 SV,4.4-32V,Combustão,A-8,G,,,6.5,8.3,,,3.13,,D,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD HSE,3.0-24V,Híbrido,A-8,D,,,9.7,11.6,,,2.58,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD HSED,3.0-24V,Híbrido,A-8,D,,,9.7,11.6,,,2.58,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD SE,3.0-24V,Híbrido,A-8,D,,,9.7,11.6,,,2.58,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 AB,3.0-24V,Híbrido,A-8,D,,,9.1,11.6,,,2.69,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 HSED,3.0-24V,Híbrido,A-8,D,,,9.1,11.6,,,2.69,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 LE,3.0-24V,Híbrido,A-8,D,,,9.1,11.6,,,2.69,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 S,3.0-24V,Híbrido,A-8,D,,,9.1,11.6,,,2.69,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SD,3.0-24V,Híbrido,A-8,D,,,9.1,11.6,,,2.69,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SE,3.0-24V,Híbrido,A-8,D,,,9.1,11.6,,,2.69,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SED,3.0-24V,Híbrido,A-8,D,,,9.1,11.6,,,2.69,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,VELAR,P340,3.0-24V,Híbrido,A-8,G,,,7.8,9.9,,,2.59,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,VELAR,P340 SE,3.0-24V,Híbrido,A-8,G,,,7.8,9.9,,,2.59,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,VELAR,P340 SE RDYN,3.0-24V,Híbrido,A-8,G,,,7.8,9.9,,,2.59,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,VELAR,P340 HSE RDYN,3.0-24V,Híbrido,A-8,G,,,7.8,9.9,,,2.59,,C,D,-
2023,Fora de Estrada Grande,LAND ROVER,VELAR,PHEV,2.0-16V,Plug-in,A-8,G,,,8.6,9.4,19.1,20.1,1.04,33,A,A,SIM
2023,Fora de Estrada Grande,LAND ROVER,VELAR,PHEV SE,2.0-16V,Plug-in,A-8,G,,,8.6,9.4,19.1,20.1,1.04,33,A,A,SIM
2023,Fora de Estrada Grande,LAND ROVER,VELAR,PHEV SE RDYN,2.0-16V,Plug-in,A-8,G,,,8.6,9.4,19.1,20.1,1.04,33,A,A,SIM
2023,Fora de Estrada Grande,LAND ROVER,VELAR,PHEV HSE RDYN,2.0-16V,Plug-in,A-8,G,,,8.6,9.4,19.1,20.1,1.04,33,A,A,SIM
2023,Fora de Estrada Grande,LAND ROVER,VELAR,PHEV S,2.0-16V,Plug-in,A-8,G,,,8.6,9.4,19.1,20.1,1.04,33,A,A,SIM
2023,Fora de Estrada Grande,LAND ROVER,VELAR,PHEVSRDYN,2.0-16V,Plug-in,A-8,G,,,8.6,9.4,19.1,20.1,1.04,33,A,A,SIM
2023,Fora de Estrada Grande,Mercedes-Benz,AMG G63 4M,,4.0-32V,Combustão,A-9,G,,,5.2,6.2,,,4.02,,E,E,-
2023,Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE,2.4-16V,Combustão,A-8,D,,,8.9,11.4,,,2.75,,C,D,-
2023,Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE-S,2.4-16V,Combustão,A-8,D,,,8.9,11.4,,,2.75,,C,D,-
2023,Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,SRX,2.8-16V,Combustão,A-6,D,,,9.8,11.2,,,2.59,,C,D,-
2023,Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,DIAMOND,2.8-16V,Combustão,A-6,D,,,9.8,11.2,,,2.59,,C,D,-
2023,Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,GRS,2.8-16V,Combustão,A-6,D,,,9.8,11.2,,,2.59,,C,D,-
2023,Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,GRS Power Up,2.8-16V,Combustão,A-6,D,,,9.7,11.0,,,2.63,,C,D,-
2023,Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,SRX Platinum,2.8-16V,Combustão,A-6,D,,,9.8,11.2,,,2.59,,C,D,-
2023,Minivan,CHEVROLET,SPIN,1.8L AT ACT7,1.8L -8V,Combustão,A-6,F,6.9,8.6,9.8,12.3,,,2.02,,C,C,-
2023,Minivan,CHEVROLET,SPIN,1.8L AT PREMIER,1.8L -8V,Combustão,A-6,F,6.9,8.6,9.8,12.3,,,2.02,,C,C,-
2023,Minivan,CHEVROLET,SPIN,1.8L AT LT7,1.8L -8V,Combustão,A-6,F,6.9,8.6,9.8,12.3,,,2.02,,C,C,-
2023,Minivan,CHEVROLET,SPIN,18L MT PREMIER,1.8L-8V,Combustão,M-6,F,7.5,8.9,10.8,12.8,,,1.87,,B,C,-
2023,Minivan,KIA,CARNIVAL,EX,3.5 - 24V,Combustão,A-8,G,,,7.3,9.9,,,2.71,,E,D,-
2023,Minivan,KIA,CARNIVAL,LX,3.5 - 24V,Combustão,A-8,G,,,7.3,9.9,,,2.71,,E,D,-
2023,Minivan,KIA,CARNIVAL,SX,3.5 - 24V,Combustão,A-8,G,,,7.3,9.9,,,2.71,,E,D,-
2023,Comercial,BYD,ET3,---,Elétrico,Elétrico,N.A.,E,,,,,,,0.71,170,RelaAtiva,AbsoAluta,-
2023,Comercial,CITROEN,JUMPY,CARGO,1.5 T,Combustão,M-6,D,,,12.4,11.9,,,2.17,,A,C,-
2023,Comercial,CITROEN,JUMPY,VITRE,1.5 T,Combustão,M-6,D,,,12.4,11.9,,,2.17,,A,C,-
2023,Comercial,CITROEN,JUMPER,CARGOL2,2.2 T,Combustão,M-6,D,,,10.0,9.9,,,2.70,,B,D,-
2023,Comercial,CITROEN,JUMPER,CARGOPK,2.2 T,Combustão,M-6,D,,,10.0,9.9,,,2.70,,B,D,-
2023,Comercial,CITROEN,JUMPER,FURG PK,2.2 T,Combustão,M-6,D,,,10.0,9.9,,,2.70,,B,D,-
2023,Comercial,CITROEN,E-JUMPY,CARGO,ELÉTRICO,Elétrico,A-1,E,,,,,34.4,24.6,0.70,289,A,A,-
